BillNum,ShortTitle,HouseSponsor,HouseAddSponsor,HouseCoSponsor,SenateSponsor,SenateAddSponsor,Textbox16
SB22-106,Conflict Of Interest In Public Behavioral Hlth,"Michaelson Jenet, Rich","Amabile, McCluskie, Roberts, Soper","Bacon, Benavidez, Bernett, Bird, Boesenecker, Cutter, Daugherty, Froelich, Gonzales-Gutierrez, Hooton, Jodeh, Kipp, Lindsay, Lontine, McCormick, Ricks, Sirota, Titone, Van Beber, Young","Kolker, Sonnenberg","Pettersen, Priola","Fields, Ginal, Jaquez Lewis, Moreno, Rodriguez, Simpson"
SB22-107,Pikes Peak International Hill Climb License Plate,Snyder,,"Bacon, Bird, Carver, Esgar, Exum, Herod, Hooton, Lindsay, McLachlan, Ricks, Titone, Valdez D.",Gardner,,"Hisey, Lee, Liston"
SB22-108,Altered Truck Weight Documents,Valdez D.,,"Cutter, Exum, Gray, Hooton, Jodeh, Lindsay",Liston,,"Gardner, Hisey, Kirkmeyer, Priola, Simpson, Woodward"
SB22-109,Prohibit Labor Actions Against Public Employers,Pico,,,Gardner,,
SB22-110,Equip Wind Turbine Aircraft Detection Lighting Sys,Pelton,,"Bernett, Catlin, Hooton, Jodeh, Lindsay, Lontine, Lynch, Michaelson Jenet, Pico, Snyder, Soper, Will, Bird, Exum, McCormick, McKean, Ortiz, Titone, Valdez D., Woodrow","Sonnenberg, Kolker",,"Bridges, Coleman, Cooke, Donovan, Fields, Ginal, Hansen, Hisey, Holbert, Jaquez Lewis, Kirkmeyer, Liston, Lundeen, Moreno, Rankin, Scott, Simpson, Smallwood, Woodward, Fenberg"
SB22-111,Infection Prevention Grants To Nursing Facilities,,,,Smallwood,"Lundeen, Rankin",
SB22-112,State Agency Emergency Procurement Modifications,Larson,,,Kirkmeyer,Woodward,
SB22-113,Artificial Intelligence Facial Recognition,"Tipper, Bacon",,"Benavidez, Duran, Froelich, Gonzales-Gutierrez, Hooton, Jodeh, Lindsay, Neville, Ricks, Snyder, Titone, Woodrow, Bernett, Herod, Kennedy, Ortiz, Sirota, Valdez A., Valdez D., Van Winkle, Weissman","Hansen, Buckner",,"Bridges, Fields, Ginal, Jaquez Lewis, Lee, Pettersen, Priola, Rankin, Story, Winter, Fenberg"
SB22-114,Fire Suppression Ponds Water Rights,"Roberts, Catlin","McCluskie, Pico","Bernett, Bird, Boesenecker, Carver, Esgar, Exum, Herod, Hooton, Jodeh, Lindsay, Lynch, McCormick, Michaelson Jenet, Mullica, Snyder, Titone, Woodrow","Hisey, Story",,"Danielson, Priola, Rodriguez"
SB22-115,Clarifying Terms Related To Landowner Liability,"Soper, Tipper",,"Bockenfeld, Esgar, Roberts","Jaquez Lewis, Gardner",,"Bridges, Buckner, Coleman, Coram, Ginal, Gonzales, Hisey, Kirkmeyer, Kolker, Lee, Liston, Lundeen, Moreno, Priola, Simpson, Smallwood, Winter, Woodward, Zenzinger"
SB22-116,Increase Occupational Credential Portability,"Van Winkle, Bird",,"Amabile, Bernett, Cutter, Duran, Esgar, Gray, Hooton, Kipp, Lindsay, Lynch, McCormick, McKean, Ortiz, Ricks, Roberts, Sandridge, Sirota, Snyder, Soper, Titone, Weissman","Holbert, Pettersen",,"Bridges, Buckner, Coleman, Cooke, Coram, Donovan, Gardner, Ginal, Gonzales, Hansen, Hinrichsen, Hisey, Jaquez Lewis, Kirkmeyer, Kolker, Lee, Liston, Lundeen, Moreno, Priola, Rankin, Rodriguez, Simpson, Smallwood, Sonnenberg, Fenberg"
SB22-117,Gross Receipts Of Out-of-state Pari-mutuel Bets,,,,"Coram, Fields",,
SB22-118,Encourage Geothermal Energy Use,"Holtorf, Valdez D.","Lynch, McKean, Pelton, Pico, Rich, Van Beber, Van Winkle, Will","Amabile, Bernett, Bird, Boesenecker, Carver, Exum, Kipp, Lindsay, McCormick, McLachlan, Ricks, Roberts, Soper, Titone, Valdez A., Young","Woodward, Hinrichsen","Hisey, Lundeen, Priola, Rankin, Scott, Sonnenberg","Buckner, Cooke, Coram, Kolker, Lee, Moreno, Pettersen, Smallwood, Story, Fenberg"
SB22-119,Conservation Easement Tax Credit,,,,"Simpson, Winter",,
SB22-120,Regulation Of Kratom Processors,Sullivan,,"Hooton, Lindsay, Ricks, Woodrow, Garnett, Esgar, Kennedy","Ginal, Coram",,"Buckner, Gonzales, Lee, Priola, Winter"
SB22-121,Tuition Revenue Pledged By Inst Higher Education,"Rich, McLachlan",,"Bacon, Bernett, Bird, Boesenecker, Caraveo, Cutter, Duran, Exum, Froelich, Gonzales-Gutierrez, Jodeh, Kipp, Lindsay, Lontine, McCluskie, McCormick, Michaelson Jenet, Ortiz, Sirota, Titone, Valdez A., Valdez D.","Zenzinger, Simpson",,
SB22-122,Uniform Voidable Transactions Act,Tipper,,,Gardner,,
SB22-123,Late Vehicle Titling & Registration Penalties,,,,Lundeen,Woodward,
SB22-124,SALT Parity Act,"Ortiz, Van Winkle","Lynch, Van Beber","Bernett, Bird, Bockenfeld, Carver, Exum, Herod, Jodeh, Lindsay, McCluskie, McLachlan, Mullica, Neville, Pico, Ricks, Roberts, Sandridge, Snyder, Soper, Titone, Valdez A., Valdez D., Young, Garnett","Woodward, Kolker","Hisey, Holbert, Kirkmeyer, Rankin","Ginal, Hinrichsen, Pettersen, Zenzinger"
SB22-125,Allow Rural Public Health-care Entity Cooperation,Will,,,Sonnenberg,Donovan,
SB22-126,Prioritize Water Storage Projects S Platte Basin,Holtorf,,,"Sonnenberg, Donovan","Kirkmeyer, Lundeen, Scott, Simpson, Woodward","Bridges, Buckner, Cooke, Fields, Gardner, Ginal, Gonzales, Hansen, Holbert, Jaquez Lewis, Kolker, Lee, Pettersen, Priola, Rodriguez, Zenzinger"
SB22-127,Special Education Funding,"Larson, McCluskie","Herod, Kipp","Amabile, Bacon, Bernett, Bird, Boesenecker, Caraveo, Duran, Esgar, Exum, Froelich, Geitner, Hooton, Jodeh, Lindsay, Lontine, Michaelson Jenet, Mullica, Ortiz, Roberts, Sirota, Tipper, Titone, Valdez A., Valdez D., Weissman, Young","Kirkmeyer, Zenzinger","Bridges, Coleman, Lundeen","Buckner, Cooke, Coram, Danielson, Donovan, Fields, Gardner, Ginal, Hansen, Hinrichsen, Kolker, Lee, Liston, Moreno, Pettersen, Priola, Rankin, Smallwood, Sonnenberg, Story, Winter, Woodward, Fenberg"
SB22-128,Implicit Bias In Jury Selection,"Bacon, Woodrow",,,"Gonzales, Lee",,
SB22-129,Process For Proposed Air Quality Rules,,,,Cooke,,
SB22-130,State Entity Auth For Public-private Partnerships,McCluskie,,"Bernett, Lindsay, Lontine, McLachlan, Michaelson Jenet, Ricks, Tipper, Titone","Rankin, Hansen",,"Bridges, Buckner, Cooke, Donovan, Ginal, Gonzales, Jaquez Lewis, Kolker, Lee, Zenzinger"
SB22-131,Protect Health Of Pollinators & People,"Kipp, Froelich",Duran,,"Jaquez Lewis, Priola",,
SB22-132,Allow Vintners Restaurants To Deliver To Consumer,Soper,,,"Fields, Gardner",,
SB22-133,Provide Security For Certain Elected Officials,"Esgar, Woodrow",,"Bacon, Bernett, Boesenecker, Caraveo, Cutter, Duran, Exum, Froelich, Gonzales-Gutierrez, Gray, Herod, Kipp, Lindsay, Lontine, Michaelson Jenet, Ricks, Sirota, Tipper, Titone, Weissman","Winter, Priola",,"Buckner, Gonzales, Hansen, Jaquez Lewis, Pettersen, Fenberg"
SB22-134,State Fair Master Plan Funding,Esgar,,"Bacon, Bernett, Bockenfeld, Boesenecker, Duran, Gonzales-Gutierrez, Gray, Herod, Hooton, Jodeh, Lindsay, McLachlan, Ricks, Snyder, Titone, Valdez D.","Hinrichsen, Coram",,"Bridges, Donovan, Fields, Jaquez Lewis, Moreno, Simpson, Sonnenberg, Fenberg"
SB22-135,Standard Time In Colorado,Kipp,"Ransom, Sirota, Titone",,"Bridges, Scott","Garcia, Holbert",
SB22-136,Special District Governance,"Weissman, Boesenecker",,,Story,,
SB22-137,Transition Back To Standard K-12 Accountability,"McLachlan, Young",,"Bernett, Bird, Boesenecker, Duran, Exum, Gray, Kipp, McCluskie, Sirota, Snyder, Titone, Valdez D., Garnett","Zenzinger, Coram",,"Bridges, Buckner, Fields, Gardner, Ginal, Kolker, Lundeen, Moreno, Rankin, Rodriguez, Smallwood, Sonnenberg, Story, Fenberg"
SB22-138,Reduce Greenhouse Gas Emissions In Colorado,"Valdez A., McCormick",,,"Hansen, Priola",,"Buckner, Fields, Gonzales, Jaquez Lewis, Lee, Moreno, Story, Fenberg"
SB22-139,Juneteenth New State Holiday,Herod,,"Amabile, Bacon, Benavidez, Bernett, Bird, Boesenecker, Caraveo, Carver, Cutter, Daugherty, Esgar, Exum, Froelich, Gonzales-Gutierrez, Gray, Hooton, Jodeh, Kennedy, Kipp, Lindsay, Lontine, McCluskie, McCormick, Michaelson Jenet, Mullica, Ricks, Roberts, Sirota, Snyder, Soper, Sullivan","Buckner, Coleman",,"Bridges, Danielson, Donovan, Fields, Ginal, Gonzales, Hansen, Hinrichsen, Jaquez Lewis, Kolker, Lee, Moreno, Pettersen, Priola, Rodriguez, Story, Winter, Zenzinger, Fenberg"
SB22-140,Expansion Of Experiential Learning Opportunities,"McLachlan, Amabile",,"Bacon, Benavidez, Bernett, Boesenecker, Exum, Gonzales-Gutierrez, Herod, Hooton, Lindsay, Lontine, McCluskie, Michaelson Jenet, Snyder, Titone, Valdez D., Woodrow, Young","Coleman, Gardner",,"Bridges, Buckner, Danielson, Donovan, Fields, Ginal, Gonzales, Hansen, Hinrichsen, Jaquez Lewis, Lee, Moreno, Pettersen, Rodriguez, Story, Winter, Zenzinger, Fenberg"
SB22-141,Nonsubstantive Changes To Title 43,"Lynch, Valdez D.","Pico, Woodrow",Valdez A.,"Moreno, Kirkmeyer","Woodward, Zenzinger","Gardner, Liston, Scott"
SB22-142,Repeal Municipal Bond Supervision Advisory Board,"Pico, Lynch","Valdez D., Woodrow",Ricks,"Woodward, Zenzinger","Kirkmeyer, Moreno",Rankin
SB22-143,Update Common Provision Term Regulator Title 12,"Pico, Lynch","Valdez D., Woodrow",Ricks,"Kirkmeyer, Woodward","Moreno, Zenzinger",Smallwood
SB22-144,Public And Nonprofit Entities Rideshare Contracts,"Kipp, Rich",,"Bernett, Hooton, Ricks, Valdez A.",Zenzinger,,"Cooke, Coram, Gardner, Ginal, Hisey, Liston, Lundeen, Priola, Smallwood, Sonnenberg, Woodward"
SB22-145,Resources To Increase Community Safety,"Valdez A., Will",,"Amabile, Bird, Boesenecker, Duran, Jodeh, Kipp, McCluskie, McCormick, McLachlan, Michaelson Jenet, Mullica, Ortiz, Ricks, Roberts, Snyder, Titone, Woodrow, Young","Buckner, Cooke",,"Bridges, Coleman, Coram, Danielson, Fields, Gardner, Ginal, Hansen, Hinrichsen, Hisey, Holbert, Jaquez Lewis, Kirkmeyer, Kolker, Liston, Lundeen, Pettersen, Priola, Rankin, Scott, Simpson, Smallwood, Story, Winter, Woodward, Zenzinger, Fenberg"
SB22-146,Middle Income Access Program Expansion,"Snyder, Catlin",,"Amabile, Bacon, Bernett, Bird, Boesenecker, Cutter, Esgar, Froelich, Hooton, Kipp, Lindsay, Lontine, McCluskie, McLachlan, Michaelson Jenet, Ricks, Roberts, Valdez D., Weissman","Zenzinger, Hisey",,"Bridges, Buckner, Danielson, Donovan, Fields, Ginal, Gonzales, Hinrichsen, Holbert, Jaquez Lewis, Lee, Moreno, Pettersen, Rodriguez, Simpson, Story, Winter, Fenberg"
SB22-147,Behavioral Health-care Services For Children,"Young, Pelton","Amabile, Bradfield, Gonzales-Gutierrez, Michaelson Jenet, Van Beber","Bacon, Benavidez, Bernett, Bird, Boesenecker, Caraveo, Cutter, Daugherty, Duran, Esgar, Exum, Froelich, Herod, Hooton, Jodeh, Kipp, Lindsay, McCluskie, McCormick, McLachlan, Ricks, Roberts, Sirota, Snyder, Sullivan, Tipper, Titone, Valdez A., Valdez D., Weissman","Kolker, Sonnenberg",,"Buckner, Fields, Gardner, Ginal, Gonzales, Hinrichsen, Hisey, Jaquez Lewis, Kirkmeyer, Lundeen, Moreno, Pettersen, Priola, Smallwood, Story, Winter, Zenzinger, Fenberg"
SB22-148,CO Land-based Tribe Behavioral Hlth Grant Prog,"McLachlan, Catlin","Amabile, Bradfield, Gonzales-Gutierrez, Michaelson Jenet, Van Beber","Bacon, Benavidez, Bernett, Bird, Boesenecker, Cutter, Duran, Esgar, Exum, Froelich, Herod, Hooton, Jodeh, Kipp, Lindsay, Lontine, McCluskie, McCormick, Pico, Ricks, Sirota, Titone, Valdez A., Valdez D., Weissman, Will","Donovan, Simpson",,"Buckner, Coram, Fields, Ginal, Gonzales, Hansen, Hinrichsen, Hisey, Kolker, Lee, Moreno, Pettersen, Priola, Rankin, Smallwood, Sonnenberg, Story, Winter, Zenzinger, Fenberg"
SB22-149,Improve Marijuana Industry Regulation,"Amabile, Lynch",,,"Priola, Hansen",,
SB22-150,Missing And Murdered Indigenous Relatives,"Duran, Herod",,"Amabile, Bacon, Benavidez, Bernett, Bird, Boesenecker, Caraveo, Cutter, Daugherty, Esgar, Exum, Froelich, Gonzales-Gutierrez, Hooton, Jodeh, Kipp, Lindsay, Lontine, McCluskie, McCormick, McLachlan, Michaelson Jenet, Mullica, Ortiz, Sirota, Snyder, Sullivan, Titone, Valdez A., Valdez",Danielson,,"Buckner, Coleman, Donovan, Fields, Ginal, Gonzales, Hansen, Hinrichsen, Jaquez Lewis, Kolker, Lee, Moreno, Pettersen, Priola, Rodriguez, Story, Winter, Zenzinger, Fenberg"
SB22-151,Safe Crossings For Colorado Wildlife & Motorists,"McCluskie, Will",Roberts,"Amabile, Bernett, Bird, Boesenecker, Caraveo, Cutter, Esgar, Exum, Froelich, Gonzales-Gutierrez, Hooton, Jodeh, Kipp, Lindsay, Lontine, McCormick, McLachlan, Mullica, Ricks, Snyder, Titone, Valdez A., Valdez D., Woodrow, Young","Danielson, Story",,"Bridges, Buckner, Donovan, Fields, Ginal, Hansen, Jaquez Lewis, Kolker, Lee, Liston, Moreno, Pettersen, Priola, Rankin, Rodriguez, Winter, Fenberg"
SB22-152,Residence Of Voter Whose Home Is Destroyed,"Gray, Bernett",,"Amabile, Bacon, Bird, Boesenecker, Daugherty, Duran, Esgar, Exum, Froelich, Jodeh, Kennedy, Kipp, Lindsay, Lontine, McCluskie, McLachlan, Michaelson Jenet, Mullica, Pico, Ricks, Roberts, Snyder, Sullivan, Tipper, Titone, Valdez D., Weissman, Woodrow, Young","Fenberg, Jaquez Lewis",,"Bridges, Buckner, Coleman, Cooke, Donovan, Fields, Ginal, Gonzales, Hansen, Hisey, Holbert, Kirkmeyer, Kolker, Lee, Liston, Lundeen, Moreno, Pettersen, Priola, Rankin, Rodriguez, Simpson, Smallwood, Story, Winter, Woodward, Zenzinger"
SB22-153,Internal Election Security Measures,Lontine,,"Amabile, Bacon, Bernett, Bird, Boesenecker, Duran, Esgar, Exum, Gonzales-Gutierrez, Herod, Jodeh, Kennedy, Kipp, Lindsay, McCluskie, McCormick, Ortiz, Ricks, Sirota, Titone, Valdez A., Valdez D., Weissman, Garnett","Fenberg, Priola",,"Bridges, Buckner, Coleman, Danielson, Donovan, Fields, Ginal, Gonzales, Hansen, Hinrichsen, Jaquez Lewis, Kolker, Lee, Moreno, Pettersen, Rodriguez, Story, Winter, Zenzinger"
SB22-154,Increasing Safety In Assisted Living Residences,"McCormick, Lindsay",,"Amabile, Bird, Boesenecker, Caraveo, Cutter, Esgar, Exum, Hooton, Sirota, Titone, Young",Danielson,,"Buckner, Gonzales, Jaquez Lewis, Kolker, Moreno, Pettersen, Story, Winter"
SB22-155,Expand Medical Marijuana Research Grant Programs,Hooton,,"Boesenecker, Lindsay, Ricks, Snyder, Titone",Coram,,"Priola, Rankin"
SB22-156,Medicaid Prior Authorization & Recovery Of Payment,"Amabile, Young",,"Bacon, Benavidez, Bernett, Bird, Boesenecker, Carver, Esgar, Gonzales-Gutierrez, Hooton, Jodeh, Lindsay, Lontine, McCormick, Michaelson Jenet, Ricks, Sirota, Titone, Valdez A., Valdez D.","Kolker, Fenberg",,"Buckner, Danielson, Fields, Ginal, Gonzales, Jaquez Lewis, Lee, Moreno, Pettersen, Story, Winter"
SB22-157,Info Sharing For Consumer Protection Investigation,"Hooton, Van Winkle",,"Amabile, Bernett, Carver, Gray, Jodeh, Lindsay, Pico, Ricks, Valdez A., Will","Holbert, Fenberg",,"Coram, Danielson, Jaquez Lewis, Lee, Moreno, Pettersen, Priola, Zenzinger"
SB22-158,Species Conservation Trust Fund Projects,"McCormick, Will",,"Amabile, Bernett, Bird, Duran, Exum, Froelich, Herod, Holtorf, Hooton, Kipp, Lindsay, McCluskie, Pico, Valdez D.",Donovan,,"Bridges, Buckner, Coleman, Coram, Danielson, Fields, Ginal, Gonzales, Hansen, Hinrichsen, Hisey, Jaquez Lewis, Kolker, Lee, Liston, Moreno, Pettersen, Priola, Rankin, Simpson, Sonnenberg, Winter, Zenzinger, Fenberg"
SB22-159,Revolving Loan Fund Invest Affordable Hous,"Ortiz, Will",,"Amabile, Bacon, Benavidez, Bernett, Bird, Boesenecker, Caraveo, Cutter, Duran, Esgar, Exum, Froelich, Gonzales-Gutierrez, Herod, Hooton, Jodeh, Kipp, Lindsay, McCluskie, McCormick, McLachlan, Michaelson Jenet, Ricks, Sirota, Snyder, Titone, Valdez A., Valdez D., Weissman, Young, Garn","Bridges, Zenzinger",,"Buckner, Coleman, Fields, Ginal, Gonzales, Hansen, Hinrichsen, Hisey, Holbert, Jaquez Lewis, Kolker, Lee, Moreno, Pettersen, Rankin, Rodriguez, Scott, Simpson, Story, Winter, Woodward, Fenberg"
SB22-160,Loan Program Resident-owned Communities,"Boesenecker, Lindsay","Jodeh, Woodrow","Amabile, Bacon, Bernett, Caraveo, Cutter, Daugherty, Duran, Exum, Froelich, Gonzales-Gutierrez, Kipp, Lontine, McCluskie, McCormick, McLachlan, Michaelson Jenet, Ricks, Sirota, Sullivan, Titone, Valdez A.","Gonzales, Hinrichsen",,"Bridges, Buckner, Donovan, Fields, Ginal, Hansen, Jaquez Lewis, Lee, Moreno, Pettersen, Rodriguez, Story, Winter, Zenzinger, Fenberg"
SB22-161,Wage Theft Employee Misclassification Enforcement,"Duran, Froelich",,"Benavidez, Bird, Boesenecker, Caraveo, Cutter, Esgar, Exum, Gonzales-Gutierrez, Herod, Hooton, Jodeh, Kipp, Lindsay, Lontine, Mullica, Ricks, Sirota, Sullivan, Titone, Valdez A., Woodrow","Danielson, Jaquez Lewis",,"Buckner, Ginal, Gonzales, Hansen, Kolker, Lee, Moreno, Pettersen, Rodriguez, Story"
SB22-162,Administration Organization Act Modernization,"Woodrow, Lynch","Pico, Valdez D.",,"Zenzinger, Kirkmeyer","Moreno, Woodward",
SB22-163,Establish State Procurement Equity Program,Ricks,,"Bacon, Exum, Gonzales-Gutierrez, Hooton, Jodeh, Lindsay, Snyder, Tipper, Valdez A.","Coleman, Kolker",,"Bridges, Buckner, Donovan, Fields, Ginal, Jaquez Lewis, Lee, Winter, Zenzinger"
SB22-164,Correction Prop Tax Disclosure Info Metro Dist,"Woodrow, Lynch","Pico, Valdez D.","Bockenfeld, Jodeh, Lindsay, Mullica, Snyder","Zenzinger, Woodward","Kirkmeyer, Moreno",
SB22-165,CO Career Advisor Training Program,"Lindsay, Geitner",,"Bernett, Bird, Boesenecker, Esgar, Exum, Hooton, Jodeh, Lontine, McCluskie, Michaelson Jenet, Ricks, Titone, Young",Bridges,,"Buckner, Fields, Ginal, Gonzales, Hansen, Hinrichsen, Jaquez Lewis, Moreno, Pettersen, Winter, Zenzinger, Fenberg"
SB22-166,Nongame Conservation Check-off Extension,"McCormick, Will",,"Amabile, Bernett, Bird, Boesenecker, Exum, Herod, Hooton, Kipp, Lindsay, Lontine, McCluskie, McLachlan, Rich, Ricks, Roberts, Snyder, Titone, Valdez D.",Donovan,,"Bridges, Buckner, Fields, Ginal, Hisey, Jaquez Lewis, Kolker, Moreno, Simpson, Story, Winter, Fenberg"
SB22-167,Affirm Greyhounds As Companion Pets,Duran,,"Amabile, Bird, Boesenecker, Caraveo, Cutter, Exum, Hooton, Jodeh, Kipp, Lindsay, Lontine, McCormick, McLachlan, Mullica, Sirota, Tipper, Titone, Valdez A.",Ginal,,"Bridges, Buckner, Jaquez Lewis, Kolker, Lee, Moreno, Pettersen, Winter, Zenzinger"
SB22-168,Backcountry Search & Rescue,"McCluskie, Will",,"Amabile, Bacon, Bernett, Bird, Boesenecker, Caraveo, Cutter, Duran, Esgar, Exum, Froelich, Gonzales-Gutierrez, Herod, Hooton, Jodeh, Kipp, Lindsay, Lontine, McCormick, McLachlan, Michaelson Jenet, Mullica, Pico, Rich, Ricks, Roberts, Sirota, Snyder, Soper, Titone, Valdez A., Valdez D.","Donovan, Rankin",,"Bridges, Buckner, Coram, Danielson, Fields, Ginal, Gonzales, Hinrichsen, Jaquez Lewis, Lee, Moreno, Pettersen, Rodriguez, Scott, Simpson, Sonnenberg, Winter, Fenberg"
SB22-169,Sensitive Species Data & Public Records,"Will, Hooton",,"Bernett, Bird, Bockenfeld, Cutter, Jodeh, Kipp, Lindsay, Lontine, McCluskie, McCormick, McLachlan, Michaelson Jenet, Ricks, Sirota, Titone, Valdez D.",Donovan,,"Bridges, Buckner, Coleman, Ginal, Gonzales, Hansen, Jaquez Lewis, Kolker, Lee, Moreno, Priola, Rankin, Rodriguez, Simpson, Story, Winter, Zenzinger, Fenberg"
SB22-170,Permissible Uses Of Waste Tire Fund,"Gray, Hooton",,"Bernett, Exum, Froelich, Lindsay, Ricks, Valdez A.",Winter,,"Hansen, Jaquez Lewis, Lee, Moreno"
SB22-171,Privacy Protections For Educators,"McLachlan, Kipp",,"Amabile, Bernett, Bird, Boesenecker, Cutter, Duran, Exum, Herod, Hooton, Jodeh, Kennedy, Lindsay, Lontine, McCluskie, Michaelson Jenet, Mullica, Ricks, Roberts, Sirota, Snyder, Titone, Valdez A., Valdez D., Van Beber, Weissman, Young","Bridges, Priola",,"Buckner, Coleman, Donovan, Ginal, Gonzales, Hansen, Hinrichsen, Jaquez Lewis, Lee, Moreno, Pettersen, Story, Winter, Zenzinger, Fenberg"
SB22-172,Colorado Rural Health-care Workforce Initiative,"Roberts, Rich","Bernett, Bird, Caraveo, Catlin, McLachlan, Mullica, Pelton, Soper, Valdez D., Van Beber","Bockenfeld, Cutter, Duran, Hooton, Jodeh, Kennedy, Kipp, Lindsay, Lontine, McCormick, Michaelson Jenet, Titone, Young","Winter, Rankin","Coleman, Liston, Priola","Bridges, Coram, Donovan, Fields, Ginal, Hinrichsen, Hisey, Jaquez Lewis, Kolker, Moreno, Rodriguez, Simpson, Sonnenberg, Story, Fenberg"
SB22-173,Telepharmacy Criteria Remove Location Restriction,"Bird, McKean",,"Bernett, Bockenfeld, Hooton, Lindsay","Rodriguez, Smallwood",,"Buckner, Coram, Ginal, Gonzales, Pettersen, Priola, Rankin, Simpson, Winter, Woodward"
SB22-174,Sunset Review Hearing Criteria,Kennedy,,Snyder,Buckner,,"Donovan, Gonzales, Moreno"
SB22-175,Mobile Electronic Devices & Motor Vehicle Driving,"Ortiz, Roberts",,,"Hansen, Fields",Coram,"Holbert, Kolker, Priola"
SB22-176,Early Stage Front Range Passenger Rail Funding,McCluskie,,"Bernett, Boesenecker, Cutter, Esgar, Gray, Herod, Hooton, Kipp, Lindsay, McCormick, Titone, Valdez A., Woodrow, Froelich","Hansen, Rankin",,"Buckner, Fields, Ginal, Gonzales, Hinrichsen, Jaquez Lewis, Lee, Moreno, Pettersen, Story, Winter, Fenberg"
SB22-177,Investments In Care Coordination Infrastructure,"Titone, Bradfield",,"Amabile, Bacon, Benavidez, Bernett, Bird, Boesenecker, Caraveo, Cutter, Duran, Esgar, Exum, Froelich, Gonzales-Gutierrez, Herod, Hooton, Jodeh, Kennedy, Lindsay, Lontine, McCluskie, McCormick, McLachlan, Michaelson Jenet, Ortiz, Ricks, Valdez D., Young","Pettersen, Rankin",,"Bridges, Buckner, Coram, Danielson, Fields, Ginal, Hansen, Hinrichsen, Jaquez Lewis, Kolker, Lee, Moreno, Simpson, Story, Winter, Fenberg"
SB22-178,Licensees Ability To Change Marijuana Designation,"Valdez A., Van Winkle",,"Bird, Hooton, Lindsay",Gonzales,,"Ginal, Jaquez Lewis, Lee, Moreno, Smallwood"
SB22-179,Deter Tampering Motor Vehicle Emission Control Sys,Lontine,,"Amabile, Benavidez, Bernett, Bird, Boesenecker, Caraveo, Cutter, Hooton, Jodeh, Lindsay, McCormick, Michaelson Jenet, Ricks, Sirota, Titone, Valdez A., Woodrow","Ginal, Liston",,"Buckner, Danielson, Donovan, Gonzales, Hansen, Hinrichsen, Holbert, Jaquez Lewis, Moreno, Pettersen, Priola, Scott, Story, Zenzinger"
SB22-180,Programs To Reduce Ozone Through Increased Transit,"Gray, Bacon",,"Amabile, Bernett, Boesenecker, Caraveo, Cutter, Exum, Froelich, Gonzales-Gutierrez, Herod, Hooton, Kipp, Lindsay, McCormick, Michaelson Jenet, Ricks, Sirota, Sullivan, Tipper, Titone, Valdez A., Weissman, Woodrow","Winter, Hinrichsen",,"Buckner, Danielson, Jaquez Lewis, Lee, Moreno, Pettersen, Story, Fenberg"
SB22-181,Behavioral Hlth-care Workforce,"Cutter, Van Beber",,"Amabile, Bacon, Bernett, Bird, Boesenecker, Caraveo, Duran, Exum, Gonzales-Gutierrez, Herod, Hooton, Jodeh, Kipp, Lindsay, McCluskie, McCormick, Michaelson Jenet, Ricks, Titone, Valdez A., Valdez D., Woodrow, Young","Bridges, Simpson",,"Buckner, Fields, Ginal, Gonzales, Jaquez Lewis, Lee, Moreno, Pettersen, Priola, Rankin, Sonnenberg, Winter, Fenberg"
SB22-182,Economic Mobility Program,"Daugherty, Young",,"Amabile, Bacon, Bernett, Bird, Boesenecker, Esgar, Exum, Froelich, Gonzales-Gutierrez, Herod, Hooton, Kennedy, Lindsay, McCormick, Michaelson Jenet, Ricks, Titone, Weissman","Hansen, Coram",,"Bridges, Buckner, Fields, Ginal, Gonzales, Hinrichsen, Jaquez Lewis, Lee, Moreno, Pettersen, Rodriguez, Story, Winter, Zenzinger, Fenberg"
SB22-183,Crime Victims Services,"Duran, Weissman",,"Amabile, Benavidez, Bernett, Bird, Boesenecker, Cutter, Esgar, Exum, Froelich, Gonzales-Gutierrez, Hooton, Lindsay, Lontine, McCluskie, McCormick, Michaelson Jenet, Mullica, Ricks, Roberts, Sirota, Snyder, Sullivan, Titone, Valdez D., Woodrow, Young, Garnett","Winter, Gardner",,"Bridges, Buckner, Cooke, Danielson, Donovan, Ginal, Gonzales, Hansen, Hinrichsen, Jaquez Lewis, Kolker, Lee, Moreno, Pettersen, Priola, Simpson, Story, Fenberg"
SB22-184,Comp Reqmnts For Members Of The GA,"Esgar, Tipper",,"Amabile, Bacon, Bernett, Boesenecker, Gonzales-Gutierrez, Jodeh, Lindsay, Lontine, Michaelson Jenet, Sirota, Snyder, Sullivan, Titone, Weissman","Fenberg, Pettersen",,"Bridges, Buckner, Coleman, Danielson, Fields, Ginal, Gonzales, Hansen, Hinrichsen, Jaquez Lewis, Kolker, Lee, Moreno, Story, Winter, Zenzinger"
SB22-185,Security For Colorado Seniors,"Lindsay, Young",,"Benavidez, Bernett, Bird, Boesenecker, Cutter, Duran, Exum, Gonzales-Gutierrez, Herod, Hooton, Kipp, Lontine, McCluskie, Michaelson Jenet, Ricks, Sirota, Titone, Valdez A., Woodrow","Danielson, Buckner",,"Coleman, Fields, Ginal, Hansen, Jaquez Lewis, Kolker, Lee, Pettersen, Story, Winter, Zenzinger"
